ID,nombre,plataforma,año_de_lanzamiento,género,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
1113,Independence Day,PS,1997.0,Shooter,Fox Interactive,0.25,0.17,0.0,0.03
1114,Intelligent Qube,PS,1997.0,Puzzle,Sony Computer Entertainment,0.13,0.07,1.0,0.02
1115,Interactive Sampler Disc 6,PS,1997.0,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01
1116,International Superstar Soccer 64,N64,1997.0,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02
1117,International Superstar Soccer 64 (weekly JP sales),N64,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05
1118,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997.0,Sports,Nintendo,0.0,0.0,0.17,0.0
1119,J-League Jikkyou Winning Eleven 3,PS,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.01
1120,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997.0,Sports,Sega,0.0,0.0,0.49,0.0
1121,Jeopardy!,PS,1997.0,Misc,Hasbro Interactive,0.39,0.27,0.0,0.05
1122,Jersey Devil,PS,1997.0,Platform,Ocean,0.13,0.09,0.0,0.01
1123,Jet Moto 2,PS,1997.0,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07
1124,Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,PS,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.56,0.04
1125,Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0
1126,Jikkyou Powerful Pro Yakyuu 4,N64,1997.0,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.05
1127,Judge Dredd,PS,1997.0,Platform,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0
1128,K-1 Revenge,PS,1997.0,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02
1129,Kakyuusei,SAT,1997.0,Strategy,Elf,0.0,0.0,0.28,0.0
1130,Kensei: Sacred Fist,PS,1997.0,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0
1131,Kidou Senkan Nadesico,SAT,1997.0,Strategy,Sega,0.0,0.0,0.15,0.0
1132,Kirby's Dream Land 3,SNES,1997.0,Platform,Nintendo,0.0,0.0,0.36,0.0
1133,Kirby's Star Stacker,GB,1997.0,Puzzle,Nintendo,0.0,0.0,0.22,0.0
1134,Klonoa: Door to Phantomile,PS,1997.0,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01
1135,Knockout Kings,PS,1997.0,Fighting,Electronic Arts,1.07,0.39,0.0,0.06
1136,Kowloon's Gate,PS,1997.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01
1137,Langrisser IV,SAT,1997.0,Strategy,NCS,0.0,0.0,0.11,0.0
1138,Lunar: Silver Star Story Complete,SAT,1997.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0
1139,MDK,PS,1997.0,Shooter,Interplay,0.11,0.08,0.0,0.01
1140,MRC: Multi-Racing Championship,N64,1997.0,Racing,Ocean,0.2,0.05,0.0,0.0
1141,Mace: The Dark Age,N64,1997.0,Fighting,GT Interactive,0.15,0.04,0.0,0.0
1142,Macross Digital Mission VF-X,PS,1997.0,Simulation,Namco Bandai Games,0.0,0.0,0.28,0.02
1143,Madden Football 64,N64,1997.0,Sports,Electronic Arts,0.81,0.04,0.0,0.01
1144,Madden NFL 98,PS,1997.0,Sports,Electronic Arts,1.29,0.03,0.0,0.03
1145,Magic: The Gathering - Battlemage,PS,1997.0,Strategy,Acclaim Entertainment,0.07,0.05,0.0,0.01
1146,Magical Tetris Challenge,N64,1997.0,Puzzle,Activision,0.13,0.02,0.05,0.0
1147,Marie no Atelier: Salburg no Renkinjutsushi,PS,1997.0,Role-Playing,Gust,0.0,0.0,0.23,0.02
1148,Marvel Super Heroes,SAT,1997.0,Fighting,Capcom,0.0,0.0,0.06,0.0
1149,Marvel Super Heroes,PS,1997.0,Fighting,Virgin Interactive,0.19,0.13,0.0,0.02
1150,Mass Destruction,PS,1997.0,Shooter,BMG Interactive Entertainment,0.06,0.04,0.0,0.01
1151,Master of Monsters: Disciples of Gaia,PS,1997.0,Strategy,Agetec,0.02,0.01,0.0,0.0
1152,Maximum Force,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01
1153,MechWarrior 2: 31st Century Combat,PS,1997.0,Simulation,Activision,0.2,0.14,0.0,0.02
1154,Medarot: Kabuto / Kuwagata Version,GB,1997.0,Role-Playing,Imagineer,0.0,0.0,0.4,0.0
1155,Mega Man 8 Anniversary Collector's Edition,SAT,1997.0,Platform,Capcom,0.0,0.0,0.06,0.0
1156,Mega Man Legends,PS,1997.0,Adventure,Capcom,0.39,0.26,0.12,0.05
1157,Mega Man X4,SAT,1997.0,Action,Capcom,0.0,0.0,0.07,0.0
1158,Mega Man: Battle & Chase,PS,1997.0,Racing,Capcom,0.0,0.0,0.06,0.0
1159,Micro Machines V3,PS,1997.0,Racing,Codemasters,0.06,0.04,0.0,0.01
1160,Mini-Yonku GB: Let's & Go!!,GB,1997.0,Strategy,ASCII Entertainment,0.0,0.0,0.37,0.0
1161,Mischief Makers,N64,1997.0,Platform,Nintendo,0.25,0.06,0.07,0.06
1162,Mission: Impossible,N64,1997.0,Action,Ocean,0.74,0.38,0.02,0.03
1163,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0
1164,Mobile Suit Gundam: Perfect One Year War,PS,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01
1165,Mobile Suit Z-Gundam,PS,1997.0,Action,Namco Bandai Games,0.0,0.0,0.34,0.02
1166,Momotaro Douchuuki,SAT,1997.0,Misc,Hudson Soft,0.0,0.0,0.13,0.0
1167,Momotarou Dentetsu 7,PS,1997.0,Simulation,Hudson Entertainment,0.0,0.0,0.74,0.05
1168,Monopoly,PS,1997.0,Misc,Hasbro Interactive,1.18,0.27,0.0,0.05
1169,Monopoly,PS,1997.0,Misc,Hasbro Interactive,1.18,0.27,0.0,0.05
1170,Monster Rancher,PS,1997.0,Simulation,Tecmo Koei,0.12,0.08,0.74,0.07
1171,Moon,PS,1997.0,Adventure,ASCII Entertainment,0.0,0.0,0.17,0.01
1172,Mortal Kombat Mythologies: Sub-Zero,N64,1997.0,Fighting,Midway Games,0.32,0.07,0.0,0.0
1173,Mortal Kombat Mythologies: Sub-Zero,PS,1997.0,Fighting,GT Interactive,0.38,0.26,0.0,0.04
1174,Moto Racer,PS,1997.0,Racing,Electronic Arts,0.45,0.3,0.0,0.05
1175,Moto Racer 2,PS,1997.0,Racing,Electronic Arts,0.39,0.26,0.0,0.05
1176,Mystical Ninja starring Goemon,N64,1997.0,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04
1177,NBA Hangtime,N64,1997.0,Sports,GT Interactive,0.48,0.08,0.0,0.0
1178,NBA In The Zone '98,N64,1997.0,Sports,Konami Digital Entertainment,0.25,0.02,0.0,0.0
1179,NBA Live 98,PS,1997.0,Sports,Electronic Arts,1.41,0.06,0.0,0.04
1180,NBA Live 99,PS,1997.0,Sports,Electronic Arts,1.13,0.05,0.0,0.03
1181,NBA ShootOut '97,PS,1997.0,Sports,Sony Computer Entertainment,0.35,0.24,0.0,0.04
1182,NCAA Basketball Final Four 97,PS,1997.0,Sports,Mindscape,0.08,0.05,0.0,0.01
1183,NCAA Football 98,PS,1997.0,Sports,Electronic Arts,0.39,0.27,0.0,0.05
1184,NFL GameDay 98,PS,1997.0,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04
1185,NFL Quarterback Club 98,N64,1997.0,Sports,Acclaim Entertainment,1.01,0.05,0.0,0.01
1186,NHL 98,PS,1997.0,Sports,Electronic Arts,0.51,0.35,0.0,0.06
1187,NHL 99,PS,1997.0,Sports,Electronic Arts,0.59,0.4,0.0,0.07
1188,NHL FaceOff 98,PS,1997.0,Sports,Sony Computer Entertainment,0.28,0.19,0.0,0.03
1189,NHL FaceOff 99,PS,1997.0,Sports,989 Studios,0.24,0.16,0.0,0.03
1190,NHL Powerplay 98,PS,1997.0,Sports,Virgin Interactive,0.03,0.02,0.0,0.0
1191,Nagano Winter Olympics '98,PS,1997.0,Sports,Konami Digital Entertainment,0.07,0.05,0.0,0.01
1192,Nagano Winter Olympics 98,N64,1997.0,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0.0
1193,Nanotek Warrior,PS,1997.0,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0
1194,Need for Speed: V-Rally,PS,1997.0,Racing,Infogrames,0.43,0.29,0.09,0.06
1195,Neon Genesis Evangelion 2nd Impression,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.42,0.0
1196,Nightmare Creatures,PS,1997.0,Action,Sony Computer Entertainment,0.35,0.24,0.0,0.04
1197,Norse by Norsewest: The Return of the Lost Vikings,PS,1997.0,Action,Interplay,0.04,0.03,0.0,0.0
1198,Nuclear Strike,PS,1997.0,Simulation,Electronic Arts,0.66,0.45,0.0,0.08
1199,O.D.T.: Escape... Or Die Trying,PS,1997.0,Adventure,Psygnosis,0.07,0.05,0.0,0.01
1200,Oddworld: Abe's Oddysee,PS,1997.0,Platform,GT Interactive,0.75,0.44,0.0,0.06
1201,Ogre Battle Series: Tactics Ogre,PS,1997.0,Role-Playing,Atlus,0.04,0.03,0.0,0.01
1202,Pandemonium 2,PS,1997.0,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0
1203,Panzer Dragoon Saga,SAT,1997.0,Role-Playing,Sega,0.0,0.0,0.11,0.0
1204,Peak Performance,PS,1997.0,Racing,JVC,0.02,0.01,0.0,0.0
1205,Pet in TV,PS,1997.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.38,0.03
1206,Pocket Fighter,PS,1997.0,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01
1207,Point Blank,PS,1997.0,Shooter,Sony Computer Entertainment,0.05,0.03,0.23,0.02
1208,Porsche Challenge,PS,1997.0,Racing,Sony Computer Entertainment,0.05,0.03,0.0,0.01
1209,Power Stakes,PS,1997.0,Sports,Aques,0.0,0.0,0.15,0.01
1210,Poy Poy,PS,1997.0,Action,Konami Digital Entertainment,0.01,0.01,0.0,0.0
1211,Princess Maker: Yumemiru Yosei,PS,1997.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.18,0.01
1212,Pro Yakyuu Greatest Nine '97,SAT,1997.0,Sports,Sega,0.0,0.0,0.21,0.0
1213,Puyo Puyo Sun,SAT,1997.0,Puzzle,Compile,0.0,0.0,0.6,0.0
1214,Puyo Puyo Sun 64,N64,1997.0,Puzzle,Compile,0.0,0.0,0.16,0.03
1215,Puyo Puyo Sun Ketteiban,PS,1997.0,Puzzle,Compile,0.0,0.0,1.07,0.07
1216,Puzzle Star Sweep,PS,1997.0,Puzzle,Midas Interactive Entertainment,0.01,0.01,0.0,0.0
1217,RPG Maker,PS,1997.0,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03
1218,Rally Cross,PS,1997.0,Racing,Sony Computer Entertainment,0.18,0.12,0.0,0.02
1219,Rampage World Tour,PS,1997.0,Action,GT Interactive,0.47,0.32,0.0,0.06
1220,Ray Tracers,PS,1997.0,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0
1221,RayStorm,PS,1997.0,Shooter,Sony Computer Entertainment,0.04,0.03,0.0,0.0
1222,Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,Warp,0.0,0.0,0.07,0.0
1223,Resident Evil,SAT,1997.0,Action,Capcom,0.0,0.0,0.17,0.0
1224,Resident Evil,SAT,1997.0,Action,Capcom,0.0,0.0,0.17,0.0
1225,Resident Evil Director's Cut: Dual Shock Edition,PS,1997.0,Action,Capcom,0.0,0.0,0.16,0.01
1226,Riven: The Sequel to Myst,PS,1997.0,Adventure,Acclaim Entertainment,0.18,0.12,0.0,0.02
1227,Riven: The Sequel to Myst,PC,1997.0,Adventure,Red Orb,1.52,0.82,0.0,0.1
1228,Rosco McQueen: Firefighter Extreme,PS,1997.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01
1229,Running Wild,PS,1997.0,Racing,989 Studios,0.05,0.03,0.0,0.01
1230,Rush Hour,PS,1997.0,Misc,Psygnosis,0.02,0.01,0.0,0.0
1231,SD Gundam G Century,PS,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.02
1232,SaGa Frontier,PS,1997.0,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09
1233,Sakura Taisen Hanagumi Tsuushin,SAT,1997.0,Misc,Sega,0.0,0.0,0.11,0.0
1234,San Francisco Rush: Extreme Racing,N64,1997.0,Racing,GT Interactive,0.63,0.11,0.0,0.01
1235,San Francisco Rush: Extreme Racing,PS,1997.0,Racing,GT Interactive,0.21,0.15,0.0,0.03
1236,Sentimental Graffiti: First Window,SAT,1997.0,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0
1237,Shadow Master,PS,1997.0,Adventure,Psygnosis,0.05,0.04,0.0,0.01
1238,Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997.0,Role-Playing,Atlus,0.0,0.0,0.31,0.0
1239,Shin Super Robot Taisen Special Disk,PS,1997.0,Strategy,Banpresto,0.0,0.0,0.3,0.02
1240,Shining Force III,SAT,1997.0,Strategy,Sega,0.0,0.0,0.13,0.0
1241,Sonic Jam,SAT,1997.0,Platform,Sega,0.0,0.0,0.12,0.0
1242,Space Station Silicon Valley,N64,1997.0,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0
1243,Spawn the Eternal,PS,1997.0,Action,Sony Computer Entertainment,0.14,0.09,0.0,0.02
1244,Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04
1245,Star Wars: Masters of Teras Kasi,PS,1997.0,Action,LucasArts,0.38,0.26,0.0,0.04
1246,Street Fighter Collection,PS,1997.0,Fighting,Capcom,0.0,0.0,0.09,0.01
1247,Street Fighter EX Plus Alpha,PS,1997.0,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05
1248,Super Bomberman 5,SNES,1997.0,Puzzle,Hudson Soft,0.0,0.0,0.3,0.0
1249,Super Robot Taisen F,SAT,1997.0,Strategy,Banpresto,0.0,0.0,0.55,0.0
1250,Syndicate Wars,PS,1997.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0
1251,TOCA Touring Car Championship,PS,1997.0,Racing,Codemasters,0.07,2.0,0.02,0.18
1252,Tales of Destiny,PS,1997.0,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07
1253,Tenchu: Stealth Assassins,PS,1997.0,Action,Activision,0.95,0.64,0.27,0.13
1254,Tengai Makyou: Daishi no Mokushiroku - The Apocalypse IV,SAT,1997.0,Role-Playing,Hudson Soft,0.0,0.0,0.26,0.0
1255,Test Drive 4,PS,1997.0,Racing,Electronic Arts,0.67,0.46,0.0,0.08
1256,Test Drive 5,PS,1997.0,Racing,Accolade,1.05,0.2,0.0,0.05
1257,Test Drive: Off Road,PS,1997.0,Racing,Eidos Interactive,0.65,0.44,0.0,0.08
1258,Tetrisphere,N64,1997.0,Puzzle,Nintendo,0.29,0.06,0.0,0.0
1259,The Bombing Islands,PS,1997.0,Platform,Kemco,0.08,0.05,0.0,0.01
1260,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997.0,Simulation,Human Entertainment,0.0,0.0,0.3,0.02
1261,The Crow: City of Angels,PS,1997.0,Action,Acclaim Entertainment,0.01,0.01,0.0,0.0
1262,The Granstream Saga,PS,1997.0,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01
1263,The House of the Dead,SAT,1997.0,Shooter,Sega,0.0,0.0,0.13,0.0
1264,The King of Fighters '96,PS,1997.0,Fighting,SNK,0.0,0.0,0.07,0.01
1265,The Lost World: Jurassic Park,PS,1997.0,Action,Electronic Arts,0.57,0.39,0.0,0.07
1266,Theme Hospital,PC,1997.0,Strategy,Electronic Arts,2.3,0.1,0.0,0.0
1267,Thunder Truck Rally,PS,1997.0,Racing,Psygnosis,0.08,0.05,0.0,0.01
1268,Tiger Woods 99 PGA Tour Golf,PS,1997.0,Sports,Electronic Arts,0.85,0.58,0.0,0.1
1269,TigerShark,PS,1997.0,Simulation,GT Interactive,0.04,0.03,0.0,0.0
1270,Time Crisis,PS,1997.0,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1
1271,Tobal 2,PS,1997.0,Fighting,SquareSoft,0.0,0.0,0.35,0.02
1272,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,2.3,2.46,0.2,0.28
1273,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,2.3,2.46,0.2,0.28
1274,Tomb Raider II,PC,1997.0,Action,Eidos Interactive,0.91,1.25,0.0,0.13
1275,Tomb Raider II,PC,1997.0,Action,Eidos Interactive,0.91,1.25,0.0,0.13
1276,Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18
1277,Tomba!,PS,1997.0,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02
1278,Top Gear Rally,N64,1997.0,Racing,Kemco,0.32,0.07,0.0,0.0
1279,Treasures of the Deep,PS,1997.0,Action,Namco Bandai Games,0.1,0.07,0.0,0.01
1280,Triple Play 98,PS,1997.0,Sports,Electronic Arts,0.61,0.42,0.0,0.07
1281,Turbo Prop Racing,PS,1997.0,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01
1282,Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04
1283,Turok: Dinosaur Hunter,N64,1997.0,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0
1284,VMX Racing,PS,1997.0,Racing,Playmates,0.16,0.11,0.0,0.02
1285,Virtual Pool,PS,1997.0,Sports,Interplay,0.28,0.19,0.0,0.03
1286,Virus,SAT,1997.0,Shooter,Hudson Soft,0.0,0.0,0.08,0.0
1287,WCW vs. nWo: World Tour,N64,1997.0,Fighting,THQ,1.37,0.28,0.03,0.02
1288,War Gods,N64,1997.0,Fighting,Midway Games,0.23,0.06,0.0,0.0
1289,WarCraft II: The Dark Saga,PS,1997.0,Strategy,Electronic Arts,0.18,0.12,0.0,0.02
1290,Wario Land II,GB,1997.0,Platform,Nintendo,0.7,0.35,0.39,0.04
1291,Wayne Gretzky's 3D Hockey '98,N64,1997.0,Sports,Midway Games,0.23,0.02,0.0,0.0
1292,Wayne Gretzky's 3D Hockey '98,PS,1997.0,Sports,GT Interactive,0.03,0.02,0.0,0.0
1293,Wheel of Fortune,N64,1997.0,Misc,Take-Two Interactive,0.2,0.05,0.0,0.0
1294,Wheel of Fortune,N64,1997.0,Misc,Take-Two Interactive,0.2,0.05,0.0,0.0
1295,Wing Commander IV: The Price of Freedom,PS,1997.0,Simulation,Origin Systems,0.05,0.03,0.0,0.01
1296,Worms 2,PC,1997.0,Strategy,Microprose,0.0,0.01,0.0,0.0
1297,X-Men vs. Street Fighter,PS,1997.0,Fighting,Capcom,0.16,0.11,0.12,0.03
1298,X-Men vs. Street Fighter,SAT,1997.0,Fighting,Capcom,0.0,0.0,0.26,0.0
1299,Xevious 3D/G+,PS,1997.0,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01
1300,Yoshi's Story,N64,1997.0,Platform,Nintendo,1.29,0.53,0.98,0.05
1301,'98 Koshien,PS,1998.0,Sports,Magical Company,0.15,0.1,0.12,0.03
1302,1080°: TenEighty Snowboarding,N64,1998.0,Sports,Nintendo,1.25,0.61,0.13,0.05
1303,A Bug's Life,PS,1998.0,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11
1304,A Bug's Life,N64,1998.0,Platform,Activision,0.49,0.13,0.0,0.01
1305,A Collection of Activision Classic Games for the Atari 2600,PS,1998.0,Misc,Activision,0.76,0.52,0.0,0.09
1306,Adidas Power Soccer 98,PS,1998.0,Sports,Psygnosis,0.01,0.01,0.0,0.0
1307,Akuji the Heartless,PS,1998.0,Platform,Eidos Interactive,0.07,0.04,0.0,0.01
1308,Alexi Lalas International Soccer,PS,1998.0,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0
1309,All-Star Baseball 99,N64,1998.0,Sports,Acclaim Entertainment,0.44,0.04,0.0,0.0
1310,Angelique Duet,PS,1998.0,Strategy,Tecmo Koei,0.0,0.0,0.04,0.0
1311,Animaniacs Ten Pin Alley,PS,1998.0,Sports,ASC Games,0.36,0.25,0.0,0.04
1312,Apocalypse,PS,1998.0,Action,Activision,0.25,0.17,0.0,0.03
1313,Assault: Retribution,PS,1998.0,Action,Telstar,0.07,0.05,0.0,0.01
1314,Asteroids,PS,1998.0,Shooter,Success,0.64,0.43,0.0,0.07
1315,Auto Destruct,PS,1998.0,Action,Electronic Arts,0.04,0.03,0.0,0.01
1316,Backstreet Billiards,PS,1998.0,Misc,ASCII Entertainment,0.19,0.13,0.0,0.02
1317,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,PS,1998.0,Racing,Human Entertainment,0.0,0.0,0.36,0.03
1318,Bakusou Kyoudai Let's & Go!! Eternal Wings,PS,1998.0,Racing,Jaleco,0.0,0.0,0.05,0.0
1319,Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1
1320,Batman & Robin,PS,1998.0,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01
1321,BattleTanx,N64,1998.0,Action,3DO,0.26,0.06,0.0,0.0
1322,BeatMania,PS,1998.0,Simulation,Konami Digital Entertainment,0.0,0.0,1.07,0.02
1323,BeatMania Append 3rdMix,PS,1998.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.56,0.04
1324,Big Mountain 2000,N64,1998.0,Sports,Imagineer,0.02,0.01,0.0,0.0
1325,Bio FREAKS,N64,1998.0,Action,GT Interactive,0.11,0.03,0.0,0.0
1326,Bio FREAKS,PS,1998.0,Action,GT Interactive,0.07,0.05,0.0,0.01
1327,Black/Matrix,SAT,1998.0,Strategy,NEC Interchannel,0.0,0.0,0.08,0.0
1328,Blast Radius,PS,1998.0,Action,Psygnosis,0.04,0.03,0.0,0.0
1329,Blasto,PS,1998.0,Action,Sony Computer Entertainment,0.2,0.13,0.0,0.02
1330,Body Harvest,N64,1998.0,Shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0
1331,Bomberman Fantasy Race,PS,1998.0,Racing,Virgin Interactive,0.01,0.01,0.0,0.0
1332,Bomberman Hero,N64,1998.0,Platform,Nintendo,0.27,0.06,0.08,0.05
1333,Bomberman Party Edition,PS,1998.0,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01
1334,Bomberman World,PS,1998.0,Puzzle,Sony Computer Entertainment,0.06,0.04,0.22,0.02
1335,Bottom of the 9th '99,PS,1998.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.0
1336,Brave Fencer Musashi,PS,1998.0,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07
1337,Breeding Stud 2,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0
1338,Brian Lara Cricket,PS,1998.0,Sports,Codemasters,0.02,1.13,0.01,0.1
1339,Brigandine: The Legend of Forsena,PS,1998.0,Strategy,Atlus,0.05,0.03,0.0,0.01
1340,Brunswick Circuit Pro Bowling,PS,1998.0,Sports,THQ,0.1,0.07,0.0,0.01
1341,Buck Bumble,N64,1998.0,Action,Ubisoft,0.13,0.03,0.0,0.0
1342,Burning Rangers,SAT,1998.0,Platform,Sega,0.0,0.0,0.06,0.0
1343,Bushido Blade 2,PS,1998.0,Fighting,SquareSoft,0.25,0.17,0.22,0.04
1344,Bust A Groove,PS,1998.0,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04
1345,Bust-A-Move '99,N64,1998.0,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0
1346,Bust-A-Move 4,PS,1998.0,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01
1347,C: The Contra Adventure,PS,1998.0,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0
1348,Caesar III,PC,1998.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0
1349,Caesars Palace II,PS,1998.0,Misc,Interplay,0.14,0.09,0.0,0.02
1350,Cardinal Syn,PS,1998.0,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01
1351,Castrol Honda Superbike Racing,PS,1998.0,Racing,THQ,0.07,0.05,0.0,0.01
1352,Centipede,PS,1998.0,Shooter,Atari,0.36,0.25,0.0,0.04
1353,Chameleon Twist 2,N64,1998.0,Platform,Infogrames,0.04,0.01,0.0,0.0
1354,Championship Motocross featuring Ricky Carmichael,PS,1998.0,Racing,THQ,0.32,0.22,0.0,0.04
1355,Chessmaster II,PS,1998.0,Strategy,Mindscape,0.08,0.06,0.0,0.01
1356,Chocobo's Dungeon 2,PS,1998.0,Role-Playing,SquareSoft,0.04,0.03,0.58,0.05
1357,Choro Q Marine: Q Boat,PS,1998.0,Racing,Takara,0.0,0.0,0.05,0.0
1358,Choro Q3,PS,1998.0,Racing,Takara,0.0,0.0,0.24,0.02
1359,Circuit Breakers,PS,1998.0,Racing,Mindscape,0.04,0.03,0.0,0.0
1360,Civilization II,PS,1998.0,Strategy,Activision,0.15,0.11,0.0,0.02
1361,Clock Tower II: The Struggle Within,PS,1998.0,Adventure,Human Entertainment,0.02,0.01,0.12,0.01
1362,Code R,SAT,1998.0,Adventure,Quintet,0.0,0.0,0.02,0.0
1363,Colin McRae Rally,PS,1998.0,Racing,Codemasters,0.09,2.43,0.12,0.22
1364,Colony Wars: Vengeance,PS,1998.0,Simulation,Psygnosis,0.13,0.09,0.0,0.02
1365,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,PS,1998.0,Sports,Axela,0.0,0.0,0.24,0.02
1366,Command & Conquer: Red Alert Retaliation,PS,1998.0,Strategy,Virgin Interactive,0.39,0.27,0.0,0.05
1367,Cool Boarders 3,PS,1998.0,Sports,989 Studios,1.65,0.46,0.1,0.1
1368,Cool Boarders 4,PS,1998.0,Sports,989 Studios,0.65,0.44,0.0,0.08
1369,Crash Bandicoot 3: Warped,PS,1998.0,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28
1370,Crime Killer,PS,1998.0,Racing,Interplay,0.07,0.04,0.0,0.01
1371,Cruis'n World,N64,1998.0,Racing,Nintendo,0.59,0.04,0.0,0.01
1372,CyberTiger,PS,1998.0,Sports,Electronic Arts,0.33,0.22,0.0,0.04
1373,Darkstalkers 3,PS,1998.0,Fighting,Capcom,0.11,0.07,0.0,0.01
1374,Dead Ball Zone,PS,1998.0,Sports,GT Interactive,0.02,0.02,0.0,0.0
1375,Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02
1376,Deadly Arts,N64,1998.0,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0
1377,Deathtrap Dungeon,PS,1998.0,Action,Eidos Interactive,0.19,0.13,0.0,0.02
1378,Deep Fear,SAT,1998.0,Adventure,Sega,0.0,0.0,0.08,0.0
1379,Demolition Racer,PS,1998.0,Racing,Infogrames,0.17,0.12,0.0,0.02
1380,Derby Stallion 98,SNES,1998.0,Sports,ASCII Entertainment,0.0,0.0,0.08,0.0
1381,Destrega,PS,1998.0,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0
1382,Devil Dice,PS,1998.0,Puzzle,THQ,0.05,0.03,1.1,0.08
1383,Dino Crisis,PS,1998.0,Action,Capcom,0.81,0.76,0.7,0.14
